CustomerID,CustomerName,City,State,Country,Segment,JoinDate,OrderID,CustomerID,ProductID,OrderDate,Quantity,Sales,Discount,Profit,Region,ProductID,Category,SubCategory,ProductName,Brand,Cost,SellingPrice,EmployeeID,Manager,Department,Region,Month,SalesTarget,ProfitTarget,ReturnID,OrderID,Reason,ReturnDate
CUST-128,Customer 128,San Diego,CA,United States,Home Office,03-06-23,ORD-1028,CUST-128,PROD-4762,14-04-24,1,120,0.2,20,West,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-101,Alice Smith,Sales - Corporate,West,April,7200,1440,RET-5028,ORD-1028,Late Delivery,17-04-24
CUST-129,Customer 129,Los Angeles,CA,United States,Corporate,14-04-23,ORD-1029,CUST-129,PROD-7105,27-07-24,4,4000,0,804,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-102,Bob Jones,Sales - Consumer,West,July,10699,2139.8,,ORD-1029,,
CUST-100,Customer 100,Phoenix,AZ,United States,Home Office,13-03-23,ORD-1030,CUST-100,PROD-3235,08-05-24,3,67.5,0.1,22.5,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-103,Charlie Brown,Sales - Home Office,West,May,8446,1689.2,,ORD-1030,,
CUST-101,Customer 101,Philadelphia,PA,United States,Corporate,24-09-22,ORD-1031,CUST-101,PROD-4762,21-02-24,3,405,0.1,105,East,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-104,Diana Prince,Sales - Enterprise,East,February,9893,1978.6,,ORD-1031,,
CUST-102,Customer 102,New York,NY,United States,Consumer,11-11-22,ORD-1032,CUST-102,PROD-4002,31-10-24,1,8.4,0.3,2.4,East,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-101,Alice Smith,Sales - Corporate,East,October,13208,2641.6,,ORD-1032,,
CUST-103,Customer 103,Phoenix,AZ,United States,Corporate,17-06-23,ORD-1033,CUST-103,PROD-7105,21-08-24,1,900,0.1,101,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-102,Bob Jones,Sales - Consumer,West,August,5606,1121.2,,ORD-1033,,
CUST-104,Customer 104,New York,NY,United States,Home Office,14-01-23,ORD-1034,CUST-104,PROD-8837,10-06-24,1,9,0.1,4,East,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-103,Charlie Brown,Sales - Home Office,East,June,10854,2170.8,,ORD-1034,,
CUST-105,Customer 105,Chicago,IL,United States,Corporate,18-12-22,ORD-1035,CUST-105,PROD-8837,24-04-24,2,16,0.2,6,Central,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-104,Diana Prince,Sales - Enterprise,Central,April,5154,1030.8,,ORD-1035,,
CUST-106,Customer 106,San Jose,CA,United States,Consumer,12-06-23,ORD-1036,CUST-106,PROD-4762,26-10-24,5,675,0.1,175,West,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-101,Alice Smith,Sales - Corporate,West,October,7806,1561.2,,ORD-1036,,
CUST-107,Customer 107,Los Angeles,CA,United States,Consumer,11-09-23,ORD-1037,CUST-107,PROD-4762,12-11-24,1,105,0.3,5,West,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-102,Bob Jones,Sales - Consumer,West,November,9780,1956,,ORD-1037,,
CUST-108,Customer 108,San Diego,CA,United States,Corporate,20-08-22,ORD-1038,CUST-108,PROD-4002,22-05-24,4,43.2,0.1,19.2,West,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-103,Charlie Brown,Sales - Home Office,West,May,10919,2183.8,,ORD-1038,,
CUST-109,Customer 109,Philadelphia,PA,United States,Home Office,24-04-23,ORD-1039,CUST-109,PROD-8837,05-07-24,5,45,0.1,20,East,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-104,Diana Prince,Sales - Enterprise,East,July,11457,2291.4,,ORD-1039,,
CUST-110,Customer 110,New York,NY,United States,Corporate,02-11-22,ORD-1040,CUST-110,PROD-4762,28-09-24,4,600,0,200,East,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-101,Alice Smith,Sales - Corporate,East,September,8124,1624.8,,ORD-1040,,
CUST-111,Customer 111,Phoenix,AZ,United States,Home Office,12-03-23,ORD-1041,CUST-111,PROD-5033,19-09-24,3,2880,0.2,30,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-102,Bob Jones,Sales - Consumer,West,September,12079,2415.8,,ORD-1041,,
CUST-112,Customer 112,Los Angeles,CA,United States,Corporate,19-04-23,ORD-1042,CUST-112,PROD-3235,27-05-24,3,52.5,0.3,7.5,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-103,Charlie Brown,Sales - Home Office,West,May,10177,2035.4,RET-5042,ORD-1042,Defective,07-06-24
CUST-113,Customer 113,Phoenix,AZ,United States,Corporate,19-12-22,ORD-1043,CUST-113,PROD-7105,07-05-24,1,900,0.1,101,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-104,Diana Prince,Sales - Enterprise,West,May,5512,1102.4,,ORD-1043,,
CUST-114,Customer 114,Philadelphia,PA,United States,Consumer,30-01-23,ORD-1044,CUST-114,PROD-3235,29-09-24,5,112.5,0.1,37.5,East,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-101,Alice Smith,Sales - Corporate,East,September,12004,2400.8,,ORD-1044,,
CUST-115,Customer 115,San Jose,CA,United States,Home Office,30-06-23,ORD-1045,CUST-115,PROD-5033,04-07-24,4,4800,0,1000,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-102,Bob Jones,Sales - Consumer,West,July,7141,1428.2,,ORD-1045,,
CUST-116,Customer 116,Houston,TX,United States,Consumer,04-03-23,ORD-1046,CUST-116,PROD-7545,06-08-24,4,1400,0,400,South,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-103,Charlie Brown,Sales - Home Office,South,August,12421,2484.2,,ORD-1046,,
CUST-117,Customer 117,San Antonio,TX,United States,Corporate,14-09-23,ORD-1047,CUST-117,PROD-5033,03-09-24,4,3840,0.2,40,South,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-104,Diana Prince,Sales - Enterprise,South,September,11905,2381,,ORD-1047,,
CUST-118,Customer 118,New York,NY,United States,Consumer,20-09-23,ORD-1048,CUST-118,PROD-8837,17-01-24,1,7,0.3,2,East,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-101,Alice Smith,Sales - Corporate,East,January,14087,2817.4,,ORD-1048,,
CUST-119,Customer 119,Houston,TX,United States,Corporate,14-04-23,ORD-1049,CUST-119,PROD-7105,03-02-24,3,2400,0.2,3,South,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-102,Bob Jones,Sales - Consumer,South,February,10732,2146.4,,ORD-1049,,
CUST-120,Customer 120,New York,NY,United States,Consumer,09-04-23,ORD-1050,CUST-120,PROD-6243,26-11-24,5,52.5,0.3,12.5,East,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-103,Charlie Brown,Sales - Home Office,East,November,10726,2145.2,,ORD-1050,,
CUST-121,Customer 121,Chicago,IL,United States,Corporate,20-08-23,ORD-1051,CUST-121,PROD-5033,03-08-24,5,5400,0.1,650,Central,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-104,Diana Prince,Sales - Enterprise,Central,August,14817,2963.4,,ORD-1051,,
CUST-122,Customer 122,Chicago,IL,United States,Consumer,29-08-22,ORD-1052,CUST-122,PROD-7545,15-07-24,2,700,0,200,Central,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-101,Alice Smith,Sales - Corporate,Central,July,5412,1082.4,RET-5052,ORD-1052,Defective,21-07-24
CUST-123,Customer 123,Dallas,TX,United States,Corporate,02-10-22,ORD-1053,CUST-123,PROD-6243,11-07-24,3,31.5,0.3,7.5,South,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-102,Bob Jones,Sales - Consumer,South,July,6571,1314.2,,ORD-1053,,
CUST-124,Customer 124,San Antonio,TX,United States,Home Office,18-03-23,ORD-1054,CUST-124,PROD-7105,12-08-24,5,4000,0.2,5,South,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-103,Charlie Brown,Sales - Home Office,South,August,7914,1582.8,,ORD-1054,,
CUST-125,Customer 125,New York,NY,United States,Consumer,24-07-23,ORD-1055,CUST-125,PROD-5033,25-03-24,5,4800,0.2,50,East,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-104,Diana Prince,Sales - Enterprise,East,March,12186,2437.2,,ORD-1055,,
CUST-126,Customer 126,Dallas,TX,United States,Home Office,10-07-23,ORD-1056,CUST-126,PROD-8837,22-09-24,4,32,0.2,12,South,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-101,Alice Smith,Sales - Corporate,South,September,10486,2097.2,RET-5056,ORD-1056,Defective,26-09-24
CUST-127,Customer 127,Dallas,TX,United States,Home Office,02-08-23,ORD-1057,CUST-127,PROD-3235,31-05-24,5,125,0,50,South,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-102,Bob Jones,Sales - Consumer,South,May,10161,2032.2,,ORD-1057,,
CUST-128,Customer 128,San Jose,CA,United States,Consumer,14-04-23,ORD-1058,CUST-128,PROD-3235,03-08-24,3,67.5,0.1,22.5,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-103,Charlie Brown,Sales - Home Office,West,August,9846,1969.2,,ORD-1058,,
CUST-129,Customer 129,San Jose,CA,United States,Corporate,14-01-23,ORD-1059,CUST-129,PROD-8837,18-08-24,5,35,0.3,10,West,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-104,Diana Prince,Sales - Enterprise,West,August,11313,2262.6,,ORD-1059,,
CUST-100,Customer 100,San Jose,CA,United States,Corporate,19-09-23,ORD-1060,CUST-100,PROD-5033,30-01-24,3,2520,0.3,-330,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-101,Alice Smith,Sales - Corporate,West,January,14580,2916,,ORD-1060,,
CUST-101,Customer 101,Houston,TX,United States,Consumer,01-11-22,ORD-1061,CUST-101,PROD-5033,05-08-24,4,3840,0.2,40,South,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-102,Bob Jones,Sales - Consumer,South,August,6810,1362,,ORD-1061,,
CUST-102,Customer 102,Philadelphia,PA,United States,Home Office,25-06-23,ORD-1062,CUST-102,PROD-4762,21-07-24,3,450,0,150,East,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-103,Charlie Brown,Sales - Home Office,East,July,9748,1949.6,,ORD-1062,,
CUST-103,Customer 103,San Jose,CA,United States,Consumer,06-09-22,ORD-1063,CUST-103,PROD-6243,27-12-24,3,45,0,21,West,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-104,Diana Prince,Sales - Enterprise,West,December,5504,1100.8,,ORD-1063,,
CUST-104,Customer 104,New York,NY,United States,Consumer,16-11-22,ORD-1064,CUST-104,PROD-2363,27-04-24,4,1800,0,520,East,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-101,Alice Smith,Sales - Corporate,East,April,11316,2263.2,RET-5064,ORD-1064,Defective,04-05-24
CUST-105,Customer 105,Phoenix,AZ,United States,Home Office,15-01-23,ORD-1065,CUST-105,PROD-4002,17-08-24,4,48,0,24,West,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-102,Bob Jones,Sales - Consumer,West,August,11190,2238,,ORD-1065,,
CUST-106,Customer 106,New York,NY,United States,Consumer,01-08-23,ORD-1066,CUST-106,PROD-6243,16-09-24,3,31.5,0.3,7.5,East,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-103,Charlie Brown,Sales - Home Office,East,September,6353,1270.6,,ORD-1066,,
CUST-107,Customer 107,San Diego,CA,United States,Corporate,21-04-23,ORD-1067,CUST-107,PROD-2363,09-01-24,2,630,0.3,-10,West,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-104,Diana Prince,Sales - Enterprise,West,January,5539,1107.8,RET-5067,ORD-1067,Defective,14-01-24
CUST-108,Customer 108,Philadelphia,PA,United States,Home Office,02-05-23,ORD-1068,CUST-108,PROD-7105,20-07-24,4,4000,0,804,East,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-101,Alice Smith,Sales - Corporate,East,July,7779,1555.8,,ORD-1068,,
CUST-109,Customer 109,Chicago,IL,United States,Consumer,30-08-22,ORD-1069,CUST-109,PROD-6243,23-03-24,1,13.5,0.1,5.5,Central,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-102,Bob Jones,Sales - Consumer,Central,March,5009,1001.8,,ORD-1069,,
CUST-110,Customer 110,Los Angeles,CA,United States,Home Office,24-09-22,ORD-1070,CUST-110,PROD-6243,06-01-24,1,13.5,0.1,5.5,West,PROD-6243,Office Supplies,Paper,Premium Copy Paper,Xerox,8,15,EMP-103,Charlie Brown,Sales - Home Office,West,January,13415,2683,,ORD-1070,,
CUST-111,Customer 111,Phoenix,AZ,United States,Corporate,23-07-23,ORD-1071,CUST-111,PROD-4762,05-08-24,3,450,0,150,West,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-104,Diana Prince,Sales - Enterprise,West,August,9000,1800,,ORD-1071,,
CUST-112,Customer 112,Chicago,IL,United States,Home Office,04-09-22,ORD-1072,CUST-112,PROD-7545,07-11-24,5,1400,0.2,150,Central,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-101,Alice Smith,Sales - Corporate,Central,November,14860,2972,,ORD-1072,,
CUST-113,Customer 113,Phoenix,AZ,United States,Home Office,02-08-23,ORD-1073,CUST-113,PROD-2363,14-06-24,3,1350,0,390,West,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-102,Bob Jones,Sales - Consumer,West,June,12245,2449,,ORD-1073,,
CUST-114,Customer 114,New York,NY,United States,Home Office,04-04-23,ORD-1074,CUST-114,PROD-7545,24-07-24,1,245,0.3,-5,East,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-103,Charlie Brown,Sales - Home Office,East,July,8419,1683.8,,ORD-1074,,
CUST-115,Customer 115,San Antonio,TX,United States,Corporate,17-01-23,ORD-1075,CUST-115,PROD-2363,11-06-24,3,1080,0.2,120,South,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-104,Diana Prince,Sales - Enterprise,South,June,9363,1872.6,,ORD-1075,,
CUST-116,Customer 116,Phoenix,AZ,United States,Corporate,14-02-23,ORD-1076,CUST-116,PROD-7105,08-09-24,5,5000,0,1005,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-101,Alice Smith,Sales - Corporate,West,September,9673,1934.6,,ORD-1076,,
CUST-117,Customer 117,San Antonio,TX,United States,Corporate,16-03-23,ORD-1077,CUST-117,PROD-2363,09-09-24,2,810,0.1,170,South,PROD-2363,Furniture,Tables,Dining Table,Ashley,320,450,EMP-102,Bob Jones,Sales - Consumer,South,September,13017,2603.4,,ORD-1077,,
CUST-118,Customer 118,Chicago,IL,United States,Home Office,20-11-22,ORD-1078,CUST-118,PROD-7545,06-09-24,4,1260,0.1,260,Central,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-103,Charlie Brown,Sales - Home Office,Central,September,9854,1970.8,,ORD-1078,,
CUST-119,Customer 119,New York,NY,United States,Consumer,13-12-22,ORD-1079,CUST-119,PROD-5033,18-05-24,1,840,0.3,-110,East,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-104,Diana Prince,Sales - Enterprise,East,May,10971,2194.2,,ORD-1079,,
CUST-120,Customer 120,Los Angeles,CA,United States,Corporate,02-08-23,ORD-1080,CUST-120,PROD-4762,24-07-24,3,315,0.3,15,West,PROD-4762,Furniture,Bookcases,5-Shelf Bookcase,Sauder,100,150,EMP-101,Alice Smith,Sales - Corporate,West,July,6906,1381.2,,ORD-1080,,
CUST-121,Customer 121,San Antonio,TX,United States,Home Office,23-10-22,ORD-1081,CUST-121,PROD-8837,05-04-24,4,28,0.3,8,South,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-102,Bob Jones,Sales - Consumer,South,April,14911,2982.2,,ORD-1081,,
CUST-122,Customer 122,Chicago,IL,United States,Home Office,23-06-23,ORD-1082,CUST-122,PROD-7545,09-06-24,2,560,0.2,60,Central,PROD-7545,Furniture,Chairs,Ergonomic Chair,Steelcase,250,350,EMP-103,Charlie Brown,Sales - Home Office,Central,June,12570,2514,,ORD-1082,,
CUST-123,Customer 123,Los Angeles,CA,United States,Corporate,11-11-22,ORD-1083,CUST-123,PROD-5033,23-01-24,1,1200,0,250,West,PROD-5033,Electronics,Laptops,ThinkPad X1,Lenovo,950,1200,EMP-104,Diana Prince,Sales - Enterprise,West,January,11376,2275.2,,ORD-1083,,
CUST-124,Customer 124,Los Angeles,CA,United States,Consumer,08-07-23,ORD-1084,CUST-124,PROD-3235,06-08-24,1,22.5,0.1,7.5,West,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-101,Alice Smith,Sales - Corporate,West,August,11190,2238,,ORD-1084,,
CUST-125,Customer 125,San Diego,CA,United States,Corporate,09-06-23,ORD-1085,CUST-125,PROD-7105,15-11-24,2,1400,0.3,-198,West,PROD-7105,Electronics,Phones,iPhone 14,Apple,799,1000,EMP-102,Bob Jones,Sales - Consumer,West,November,6276,1255.2,,ORD-1085,,
CUST-126,Customer 126,San Diego,CA,United States,Corporate,10-09-23,ORD-1086,CUST-126,PROD-8837,29-01-24,2,20,0,10,West,PROD-8837,Office Supplies,Binders,Heavy Duty Binder,Avery,5,10,EMP-103,Charlie Brown,Sales - Home Office,West,January,11809,2361.8,RET-5086,ORD-1086,Late Delivery,02-02-24
CUST-127,Customer 127,San Antonio,TX,United States,Home Office,05-06-23,ORD-1087,CUST-127,PROD-4002,26-08-24,4,48,0,24,South,PROD-4002,Office Supplies,Art,Colored Pencils,Crayola,6,12,EMP-104,Diana Prince,Sales - Enterprise,South,August,8345,1669,,ORD-1087,,
CUST-128,Customer 128,Chicago,IL,United States,Home Office,09-09-23,ORD-1088,CUST-128,PROD-3235,11-07-24,5,87.5,0.3,12.5,Central,PROD-3235,Electronics,Accessories,Wireless Mouse,Logitech,15,25,EMP-101,Alice Smith,Sales - Corporate,Central,July,13905,2781,,ORD-1088,,
